Transaction ID,Date,Time,Product Name,Category,Quantity,Sale Price,Cost Price,Staff Member,Revenue,Cost,Profit
TXN001028,2025-01-24,20:50,Pornstar Martini,Cocktails,1,11.5,3.75,Staff D,11.5,3.75,7.75
TXN001028,2025-01-24,20:50,Guinness,Beer,2,5.9,2.15,Staff D,11.8,4.3,7.5
TXN001029,2025-12-06,22:10,7Up,Soft Drink,1,3.4,0.95,Staff A,3.4,0.95,2.45
TXN001030,2025-07-11,17:35,Guinness,Beer,3,5.9,2.15,Staff E,17.7,6.45,11.25
TXN001031,2025-03-15,19:00,Rockshore Cider,Cider,1,6.2,2.55,Staff E,6.2,2.55,3.65
TXN001032,2025-09-04,21:50,Vodka Red Bull,Spirits,1,8.8,3.0,Staff E,8.8,3.0,5.8
TXN001033,2025-08-01,19:05,Vodka Coke,Spirits,1,7.6,2.25,Staff A,7.6,2.25,5.35
TXN001034,2025-05-24,17:40,Heineken,Beer,2,6.1,2.35,Staff A,12.2,4.7,7.5
TXN001034,2025-05-24,17:40,Rum Coke,Spirits,2,7.5,2.15,Staff A,15.0,4.3,10.7
TXN001035,2025-08-10,20:45,Espresso Martini,Cocktails,2,11.0,3.35,Staff C,22.0,6.7,15.3
TXN001035,2025-08-10,20:45,Rockshore Cider,Cider,1,6.2,2.55,Staff C,6.2,2.55,3.65
TXN001036,2025-03-29,23:45,Salted Peanuts,Snacks,2,2.0,0.85,Staff D,4.0,1.7,2.3
TXN001037,2025-03-15,19:45,Guinness,Beer,4,5.9,2.15,Staff E,23.6,8.6,15.0
TXN001037,2025-03-15,19:45,Dry Roasted Peanuts,Snacks,1,2.0,0.85,Staff E,2.0,0.85,1.15
TXN001037,2025-03-15,19:45,Smirnoff Ice,Alcopops,6,6.3,2.7,Staff E,37.8,16.2,21.6
TXN001037,2025-03-15,19:45,West Coast Cooler,Alcopops,1,6.4,2.75,Staff E,6.4,2.75,3.65
TXN001037,2025-03-15,19:45,Budweiser,Beer,2,6.0,2.35,Staff E,12.0,4.7,7.3
TXN001038,2025-07-10,20:30,Rockshore Lager,Beer,4,6.0,2.4,Staff D,24.0,9.6,14.4
TXN001039,2025-11-28,00:20,Jagerbomb,Spirits,4,8.5,3.1,Staff G,34.0,12.4,21.6
TXN001039,2025-11-28,00:20,Baileys,Spirits,1,6.5,2.05,Staff G,6.5,2.05,4.45
TXN001039,2025-11-28,00:20,Vodka Coke,Spirits,1,7.6,2.25,Staff G,7.6,2.25,5.35
TXN001039,2025-11-28,00:20,Beamish,Beer,3,5.8,2.05,Staff G,17.4,6.15,11.25
TXN001040,2025-04-25,23:00,Madri,Beer,1,6.3,2.65,Staff G,6.3,2.65,3.65
TXN001041,2025-07-19,22:25,Vodka Coke,Spirits,2,7.6,2.25,Staff A,15.2,4.5,10.7
TXN001042,2025-06-14,20:55,Gin White Lemonade,Spirits,3,7.8,2.35,Staff C,23.4,7.05,16.35
TXN001043,2025-01-31,01:00,Sambuca Shot,Spirits,1,6.8,1.9,Staff D,6.8,1.9,4.9
TXN001043,2025-01-31,01:00,Vodka Red Bull,Spirits,1,8.8,3.0,Staff D,8.8,3.0,5.8
TXN001044,2025-03-29,22:15,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff D,15.2,4.4,10.8
TXN001044,2025-03-29,22:15,Jagerbomb,Spirits,1,8.4,3.1,Staff D,8.4,3.1,5.3
TXN001044,2025-03-29,22:15,Guinness,Beer,2,5.9,2.15,Staff D,11.8,4.3,7.5
TXN001044,2025-03-29,22:15,Vodka Red Bull,Spirits,2,8.8,3.0,Staff D,17.6,6.0,11.6
TXN001045,2025-01-05,18:40,Guinness,Beer,6,5.9,2.15,Staff G,35.4,12.9,22.5
TXN001046,2025-10-21,20:00,Coors Light,Beer,1,6.0,2.35,Staff F,6.0,2.35,3.65
TXN001047,2025-08-19,21:20,Bulmers,Cider,2,6.3,2.6,Staff G,12.6,5.2,7.4
TXN001048,2025-04-11,00:40,Heineken,Beer,2,6.1,2.35,Staff B,12.2,4.7,7.5
TXN001048,2025-04-11,00:40,Guinness,Beer,2,5.9,2.15,Staff B,11.8,4.3,7.5
TXN001049,2025-05-13,21:20,Vodka White Lemonade,Spirits,1,7.6,2.2,Staff H,7.6,2.2,5.4
TXN001049,2025-05-13,21:20,Carlsberg,Beer,1,5.9,2.25,Staff H,5.9,2.25,3.65
TXN001049,2025-05-13,21:20,Birra Moretti,Beer,1,6.4,2.75,Staff H,6.4,2.75,3.65
TXN001050,2025-09-12,17:30,Vodka Red Bull,Spirits,1,8.8,3.0,Staff H,8.8,3.0,5.8
TXN001051,2025-12-26,21:45,Rockshore Cider,Cider,3,6.2,2.55,Staff D,18.6,7.65,10.95
TXN001051,2025-12-26,21:45,Gin White Lemonade,Spirits,1,7.8,2.35,Staff D,7.8,2.35,5.45
TXN001052,2025-04-08,22:40,Vodka Red Bull,Spirits,2,8.8,3.0,Staff D,17.6,6.0,11.6
TXN001052,2025-04-08,22:40,Rockshore Cider,Cider,2,6.1,2.55,Staff D,12.2,5.1,7.1
TXN001052,2025-04-08,22:40,Smithwicks,Beer,1,5.8,2.1,Staff D,5.8,2.1,3.7
TXN001053,2025-06-23,22:30,Guinness,Beer,1,5.9,2.15,Staff F,5.9,2.15,3.75
TXN001054,2025-02-16,14:45,Rose Wine,Wine,1,7.5,2.9,Staff G,7.5,2.9,4.6
TXN001054,2025-02-16,14:45,Smithwicks,Beer,2,5.8,2.1,Staff G,11.6,4.2,7.4
TXN001054,2025-02-16,14:45,Guinness,Beer,2,5.9,2.15,Staff G,11.8,4.3,7.5
TXN001055,2025-08-15,23:30,Sparkling Water,Soft Drink,1,3.0,0.75,Staff G,3.0,0.75,2.25
TXN001056,2025-03-16,17:30,Espresso Martini,Cocktails,2,11.0,3.35,Staff A,22.0,6.7,15.3
TXN001056,2025-03-16,17:30,Vodka Coke,Spirits,1,7.6,2.25,Staff A,7.6,2.25,5.35
TXN001056,2025-03-16,17:30,Carlsberg,Beer,1,5.9,2.25,Staff A,5.9,2.25,3.65
TXN001057,2025-08-09,18:15,Guinness,Beer,5,6.0,2.15,Staff I,30.0,10.75,19.25
TXN001058,2025-10-25,21:05,Mojito,Cocktails,2,10.5,3.25,Staff F,21.0,6.5,14.5
TXN001058,2025-10-25,21:05,Coors Light,Beer,1,6.0,2.35,Staff F,6.0,2.35,3.65
TXN001058,2025-10-25,21:05,Blue WKD,Alcopops,2,6.3,2.65,Staff F,12.6,5.3,7.3
TXN001058,2025-10-25,21:05,Smithwicks,Beer,3,5.9,2.1,Staff F,17.7,6.3,11.4
TXN001058,2025-10-25,21:05,Hop House 13,Beer,3,6.1,2.4,Staff F,18.3,7.2,11.1
TXN001059,2025-08-20,21:15,Vodka Red Bull,Spirits,1,8.8,3.0,Staff H,8.8,3.0,5.8
TXN001060,2025-05-14,19:40,Baby Guinness Shot,Spirits,3,6.8,2.1,Staff C,20.4,6.3,14.1
TXN001061,2025-12-05,20:15,Baby Guinness Shot,Spirits,3,6.8,2.1,Staff B,20.4,6.3,14.1
TXN001062,2025-10-17,23:55,Guinness,Beer,1,5.9,2.15,Staff E,5.9,2.15,3.75
TXN001062,2025-10-17,23:55,Baby Guinness Shot,Spirits,3,6.8,2.1,Staff E,20.4,6.3,14.1
TXN001062,2025-10-17,23:55,Tequila Shot,Spirits,5,6.9,1.9,Staff E,34.5,9.5,25.0
TXN001062,2025-10-17,23:55,Vodka Coke,Spirits,3,7.6,2.25,Staff E,22.8,6.75,16.05
TXN001063,2025-12-13,21:55,Heineken,Beer,1,6.1,2.35,Staff A,6.1,2.35,3.75
TXN001063,2025-12-13,21:55,Margarita,Cocktails,1,10.8,3.35,Staff A,10.8,3.35,7.45
TXN001064,2025-07-05,20:45,Heineken,Beer,2,6.1,2.35,Staff G,12.2,4.7,7.5
TXN001064,2025-07-05,20:45,Madri,Beer,2,6.3,2.65,Staff G,12.6,5.3,7.3
TXN001064,2025-07-05,20:45,Jagerbomb,Spirits,3,8.5,3.1,Staff G,25.5,9.3,16.2
TXN001064,2025-07-05,20:45,Vodka Red Bull,Spirits,1,8.8,3.0,Staff G,8.8,3.0,5.8
TXN001064,2025-07-05,20:45,Smirnoff Ice,Alcopops,2,6.3,2.7,Staff G,12.6,5.4,7.2
TXN001065,2025-03-22,22:45,Vodka Red Bull,Spirits,2,8.8,3.0,Staff C,17.6,6.0,11.6
TXN001065,2025-03-22,22:45,Guinness,Beer,3,5.9,2.15,Staff C,17.7,6.45,11.25
TXN001066,2025-12-11,22:35,Hot and Spicy Peanuts,Snacks,2,2.1,0.9,Staff A,4.2,1.8,2.4
TXN001066,2025-12-11,22:35,Jameson,Spirits,1,6.8,1.95,Staff A,6.8,1.95,4.85
TXN001067,2025-01-24,19:45,Corona,Beer,3,6.4,2.8,Staff D,19.2,8.4,10.8
TXN001068,2025-01-06,17:55,Espresso Martini,Cocktails,1,11.0,3.35,Staff I,11.0,3.35,7.65
TXN001068,2025-01-06,17:55,Red Bull,Soft Drink,1,4.2,1.55,Staff I,4.2,1.55,2.65
TXN001069,2025-10-11,21:50,Guinness,Beer,2,5.9,2.15,Staff F,11.8,4.3,7.5
TXN001069,2025-10-11,21:50,Margarita,Cocktails,2,10.8,3.35,Staff F,21.6,6.7,14.9
TXN001070,2025-05-01,00:15,Vodka Coke,Spirits,2,7.5,2.25,Staff A,15.0,4.5,10.5
TXN001070,2025-05-01,00:15,Pornstar Martini,Cocktails,1,11.5,3.75,Staff A,11.5,3.75,7.75
TXN001070,2025-05-01,00:15,Prosecco,Wine,2,8.8,3.55,Staff A,17.6,7.1,10.5
TXN001071,2025-09-19,00:30,Vodka Red Bull,Spirits,3,8.8,3.0,Staff C,26.4,9.0,17.4
TXN001072,2025-12-11,17:30,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff A,15.2,4.4,10.8
TXN001072,2025-12-11,17:30,Coors Light,Beer,4,6.3,2.35,Staff A,25.2,9.4,15.8
TXN001073,2025-02-22,23:15,Baby Guinness Shot,Spirits,2,6.8,2.1,Staff I,13.6,4.2,9.4
TXN001073,2025-02-22,23:15,Vodka Red Bull,Spirits,2,8.8,3.0,Staff I,17.6,6.0,11.6
TXN001074,2025-06-06,00:10,Club Orange,Soft Drink,1,3.4,0.95,Staff D,3.4,0.95,2.45
TXN001074,2025-06-06,00:10,Baby Guinness Shot,Spirits,3,6.8,2.1,Staff D,20.4,6.3,14.1
TXN001074,2025-06-06,00:10,Jagerbomb,Spirits,1,8.5,3.1,Staff D,8.5,3.1,5.4
TXN001075,2025-05-19,21:15,Red Bull,Soft Drink,1,4.2,1.55,Staff F,4.2,1.55,2.65
TXN001076,2025-09-21,22:30,Heineken,Beer,1,6.1,2.35,Staff A,6.1,2.35,3.75
TXN001076,2025-09-21,22:30,Rockshore Cider,Cider,3,6.2,2.55,Staff A,18.6,7.65,10.95
TXN001077,2025-02-14,21:45,Guinness,Beer,1,5.9,2.15,Staff E,5.9,2.15,3.75
TXN001077,2025-02-14,21:45,Smithwicks,Beer,3,5.8,2.1,Staff E,17.4,6.3,11.1
TXN001078,2025-01-24,00:30,Carlsberg,Beer,2,5.9,2.25,Staff B,11.8,4.5,7.3
TXN001078,2025-01-24,00:30,Madri,Beer,2,6.3,2.65,Staff B,12.6,5.3,7.3
TXN001079,2025-12-19,22:30,West Coast Cooler,Alcopops,4,6.4,2.75,Staff D,25.6,11.0,14.6
TXN001079,2025-12-19,22:30,Beamish,Beer,5,5.8,2.05,Staff D,29.0,10.25,18.75
TXN001080,2025-12-23,18:45,Blue WKD,Alcopops,1,6.3,2.65,Staff A,6.3,2.65,3.65
TXN001081,2025-08-21,19:20,Diet Coke,Soft Drink,2,3.4,0.95,Staff F,6.8,1.9,4.9
TXN001082,2025-03-16,21:10,Vodka Coke,Spirits,2,7.6,2.25,Staff C,15.2,4.5,10.7
TXN001082,2025-03-16,21:10,Smithwicks,Beer,2,5.8,2.1,Staff C,11.6,4.2,7.4
TXN001083,2025-03-17,22:10,Madri,Beer,1,6.3,2.65,Staff D,6.3,2.65,3.65
TXN001083,2025-03-17,22:10,Vodka Coke,Spirits,4,7.6,2.25,Staff D,30.4,9.0,21.4
TXN001083,2025-03-17,22:10,West Coast Cooler,Alcopops,1,6.4,2.75,Staff D,6.4,2.75,3.65
TXN001084,2025-09-05,23:20,Bulmers,Cider,6,6.3,2.6,Staff E,37.8,15.6,22.2
TXN001084,2025-09-05,23:20,Heineken,Beer,2,6.1,2.35,Staff E,12.2,4.7,7.5
TXN001084,2025-09-05,23:20,Guinness,Beer,2,5.9,2.15,Staff E,11.8,4.3,7.5
TXN001085,2025-11-28,21:25,Baby Guinness Shot,Spirits,2,6.8,2.1,Staff H,13.6,4.2,9.4
TXN001086,2025-05-31,01:00,Smirnoff Ice,Alcopops,1,6.3,2.7,Staff B,6.3,2.7,3.6
TXN001087,2025-10-17,23:10,Gin White Lemonade,Spirits,2,7.8,2.35,Staff B,15.6,4.7,10.9
TXN001087,2025-10-17,23:10,Tequila Shot,Spirits,2,6.9,1.9,Staff B,13.8,3.8,10.0
TXN001088,2025-06-25,22:10,Sambuca Shot,Spirits,4,6.8,1.9,Staff I,27.2,7.6,19.6
TXN001088,2025-06-25,22:10,Rockshore Lager,Beer,3,6.0,2.4,Staff I,18.0,7.2,10.8
TXN001088,2025-06-25,22:10,Guinness,Beer,8,5.9,2.15,Staff I,47.2,17.2,30.0
TXN001089,2025-05-10,19:05,Espresso Martini,Cocktails,1,10.9,3.35,Staff F,10.9,3.35,7.55
TXN001089,2025-05-10,19:05,West Coast Cooler,Alcopops,2,6.4,2.75,Staff F,12.8,5.5,7.3
TXN001090,2025-12-20,22:25,Guinness,Beer,2,5.9,2.15,Staff D,11.8,4.3,7.5
TXN001091,2025-05-27,18:35,Heineken,Beer,1,6.1,2.35,Staff B,6.1,2.35,3.75
TXN001092,2025-08-15,22:35,Powers Whiskey,Spirits,1,6.5,1.9,Staff C,6.5,1.9,4.6
TXN001093,2025-12-24,19:40,Dry Roasted Peanuts,Snacks,2,2.0,0.85,Staff C,4.0,1.7,2.3
TXN001094,2025-06-22,21:30,Blue WKD,Alcopops,2,6.3,2.65,Staff D,12.6,5.3,7.3
TXN001095,2025-05-04,20:00,Margarita,Cocktails,2,10.8,3.35,Staff E,21.6,6.7,14.9
TXN001095,2025-05-04,20:00,Vodka Coke,Spirits,4,7.6,2.25,Staff E,30.4,9.0,21.4
TXN001096,2025-12-12,23:35,Vodka Coke,Spirits,1,7.6,2.25,Staff D,7.6,2.25,5.35
TXN001096,2025-12-12,23:35,Rockshore Lager,Beer,1,6.0,2.4,Staff D,6.0,2.4,3.6
TXN001097,2025-11-15,12:05,Smithwicks,Beer,2,5.8,2.1,Staff D,11.6,4.2,7.4
TXN001097,2025-11-15,12:05,Vodka Coke,Spirits,2,7.6,2.25,Staff D,15.2,4.5,10.7
TXN001097,2025-11-15,12:05,Smithwicks,Beer,1,5.8,2.1,Staff D,5.8,2.1,3.7
TXN001098,2025-12-11,23:20,Coke,Soft Drink,1,3.4,0.95,Staff D,3.4,0.95,2.45
TXN001099,2025-06-05,23:55,Beamish,Beer,1,5.8,2.05,Staff F,5.8,2.05,3.75
TXN001100,2025-10-22,16:20,Birra Moretti,Beer,1,6.4,2.75,Staff E,6.4,2.75,3.65
TXN001101,2025-11-01,21:55,Carlsberg,Beer,3,5.9,2.25,Staff H,17.7,6.75,10.95
TXN001101,2025-11-01,21:55,Rockshore Cider,Cider,1,6.2,2.55,Staff H,6.2,2.55,3.65
TXN001102,2025-12-16,23:45,Gin Tonic,Spirits,1,7.8,2.35,Staff E,7.8,2.35,5.45
TXN001103,2025-08-16,23:20,Blue WKD,Alcopops,4,6.3,2.65,Staff F,25.2,10.6,14.6
TXN001103,2025-08-16,23:20,Hot and Spicy Peanuts,Snacks,1,2.1,0.9,Staff F,2.1,0.9,1.2
TXN001103,2025-08-16,23:20,Jagerbomb,Spirits,4,8.5,3.1,Staff F,34.0,12.4,21.6
TXN001103,2025-08-16,23:20,Pornstar Martini,Cocktails,3,11.5,3.75,Staff F,34.5,11.25,23.25
TXN001103,2025-08-16,23:20,Baby Guinness Shot,Spirits,4,6.8,2.1,Staff F,27.2,8.4,18.8
TXN001104,2025-09-14,18:10,Guinness,Beer,3,5.9,2.15,Staff E,17.7,6.45,11.25
TXN001105,2025-11-10,21:40,Carlsberg,Beer,4,5.9,2.25,Staff A,23.6,9.0,14.6
TXN001106,2025-06-27,22:20,Tequila Shot,Spirits,2,6.9,1.9,Staff B,13.8,3.8,10.0
TXN001106,2025-06-27,22:20,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff B,15.2,4.4,10.8
TXN001106,2025-06-27,22:20,Coors Light,Beer,1,5.9,2.35,Staff B,5.9,2.35,3.55
TXN001107,2025-08-29,17:00,Captain Morgan Coke,Spirits,1,7.6,2.25,Staff D,7.6,2.25,5.35
TXN001108,2025-12-03,16:00,Coors Light,Beer,1,6.0,2.35,Staff D,6.0,2.35,3.65
TXN001108,2025-12-03,16:00,Jagerbomb,Spirits,3,8.5,3.1,Staff D,25.5,9.3,16.2
TXN001109,2025-10-17,19:15,Tayto,Snacks,2,1.8,0.75,Staff D,3.6,1.5,2.1
TXN001110,2025-01-03,01:40,Smithwicks,Beer,1,5.8,2.1,Staff H,5.8,2.1,3.7
TXN001110,2025-01-03,01:40,Jagerbomb,Spirits,1,8.5,3.1,Staff H,8.5,3.1,5.4
TXN001111,2025-06-21,23:30,Vodka Red Bull,Spirits,1,8.8,3.0,Staff I,8.8,3.0,5.8
TXN001112,2025-12-27,22:20,Hop House 13,Beer,1,6.1,2.4,Staff A,6.1,2.4,3.7
TXN001113,2025-05-17,20:45,Margarita,Cocktails,1,10.8,3.35,Staff A,10.8,3.35,7.45
TXN001113,2025-05-17,20:45,Pornstar Martini,Cocktails,1,11.5,3.75,Staff A,11.5,3.75,7.75
TXN001114,2025-07-12,22:05,Prosecco,Wine,1,8.8,3.55,Staff F,8.8,3.55,5.25
TXN001115,2025-07-17,21:10,Vodka Red Bull,Spirits,2,8.8,3.0,Staff E,17.6,6.0,11.6
TXN001116,2025-01-11,23:45,Coors Light,Beer,3,6.0,2.35,Staff B,18.0,7.05,10.95
TXN001116,2025-01-11,23:45,Jameson,Spirits,1,6.8,1.95,Staff B,6.8,1.95,4.85
TXN001116,2025-01-11,23:45,Corona,Beer,2,6.4,2.8,Staff B,12.8,5.6,7.2
TXN001117,2025-05-12,18:15,Bulmers,Cider,4,6.3,2.6,Staff F,25.2,10.4,14.8
TXN001118,2025-09-03,20:05,Vodka Red Bull,Spirits,1,8.8,3.0,Staff B,8.8,3.0,5.8
TXN001119,2025-07-23,16:15,Heineken,Beer,1,6.1,2.35,Staff F,6.1,2.35,3.75
TXN001119,2025-07-23,16:15,Rockshore Lager,Beer,3,6.0,2.4,Staff F,18.0,7.2,10.8
TXN001120,2025-12-20,21:05,Jagerbomb,Spirits,2,8.5,3.1,Staff A,17.0,6.2,10.8
TXN001120,2025-12-20,21:05,Powers Whiskey,Spirits,2,6.5,1.9,Staff A,13.0,3.8,9.2
TXN001121,2025-07-19,00:50,Vodka Red Bull,Spirits,2,8.8,3.0,Staff G,17.6,6.0,11.6
TXN001122,2025-08-08,17:20,Tequila Shot,Spirits,1,6.9,1.9,Staff A,6.9,1.9,5.0
TXN001123,2025-04-05,00:40,Budweiser,Beer,4,6.0,2.35,Staff C,24.0,9.4,14.6
TXN001124,2025-09-24,21:40,Old Fashioned,Cocktails,1,11.5,3.95,Staff I,11.5,3.95,7.55
TXN001125,2025-12-12,17:05,Pornstar Martini,Cocktails,2,11.5,3.75,Staff C,23.0,7.5,15.5
TXN001125,2025-12-12,17:05,Vodka Red Bull,Spirits,1,8.8,3.0,Staff C,8.8,3.0,5.8
TXN001125,2025-12-12,17:05,Prosecco,Wine,2,8.8,3.55,Staff C,17.6,7.1,10.5
TXN001126,2025-07-21,23:35,Jagerbomb,Spirits,1,8.5,3.1,Staff D,8.5,3.1,5.4
TXN001126,2025-07-21,23:35,Beamish,Beer,1,5.8,2.05,Staff D,5.8,2.05,3.75
TXN001127,2025-11-14,21:00,Vodka Coke,Spirits,2,7.6,2.25,Staff A,15.2,4.5,10.7
TXN001128,2025-06-21,23:20,Corona,Beer,1,6.4,2.8,Staff B,6.4,2.8,3.6
TXN001129,2025-11-11,17:35,Guinness,Beer,1,5.9,2.15,Staff D,5.9,2.15,3.75
TXN001130,2025-10-18,01:35,Madri,Beer,2,6.3,2.65,Staff C,12.6,5.3,7.3
TXN001131,2025-06-06,22:50,Hop House 13,Beer,4,6.1,2.4,Staff B,24.4,9.6,14.8
TXN001132,2025-12-31,17:20,Mojito,Cocktails,2,10.5,3.25,Staff B,21.0,6.5,14.5
TXN001133,2025-04-11,18:45,Bacon Fries,Snacks,1,2.0,0.85,Staff F,2.0,0.85,1.15
TXN001133,2025-04-11,18:45,Rockshore Lager,Beer,1,6.0,2.4,Staff F,6.0,2.4,3.6
TXN001134,2025-08-16,19:45,Budweiser,Beer,3,6.0,2.35,Staff I,18.0,7.05,10.95
TXN001134,2025-08-16,19:45,Carlsberg,Beer,3,5.9,2.25,Staff I,17.7,6.75,10.95
TXN001135,2025-04-04,15:30,Mojito,Cocktails,1,10.5,3.25,Staff F,10.5,3.25,7.25
TXN001136,2025-06-28,20:20,Captain Morgan Coke,Spirits,2,7.6,2.25,Staff E,15.2,4.5,10.7
TXN001136,2025-06-28,20:20,Blue WKD,Alcopops,1,6.3,2.65,Staff E,6.3,2.65,3.65
TXN001137,2025-12-06,15:30,Sambuca Shot,Spirits,2,6.8,1.9,Staff B,13.6,3.8,9.8
TXN001138,2025-06-20,19:00,Sambuca Shot,Spirits,1,6.8,1.9,Staff A,6.8,1.9,4.9
TXN001139,2025-05-08,23:20,Bulmers,Cider,1,6.3,2.6,Staff E,6.3,2.6,3.7
TXN001140,2025-01-12,17:15,Red Bull,Soft Drink,1,4.2,1.55,Staff B,4.2,1.55,2.65
TXN001140,2025-01-12,17:15,Smithwicks,Beer,1,5.8,2.1,Staff B,5.8,2.1,3.7
TXN001140,2025-01-12,17:15,Gin Tonic,Spirits,1,7.8,2.35,Staff B,7.8,2.35,5.45
TXN001140,2025-01-12,17:15,Carlsberg,Beer,2,5.9,2.25,Staff B,11.8,4.5,7.3
TXN001141,2025-11-11,21:35,Powers Whiskey,Spirits,2,6.5,1.9,Staff B,13.0,3.8,9.2
TXN001141,2025-11-11,21:35,Vodka Coke,Spirits,3,7.6,2.25,Staff B,22.8,6.75,16.05
TXN001141,2025-11-11,21:35,Budweiser,Beer,1,6.0,2.35,Staff B,6.0,2.35,3.65
TXN001142,2025-12-01,23:20,Guinness,Beer,1,5.9,2.15,Staff D,5.9,2.15,3.75
TXN001143,2025-03-14,20:55,Hop House 13,Beer,3,6.1,2.4,Staff B,18.3,7.2,11.1
TXN001143,2025-03-14,20:55,West Coast Cooler,Alcopops,2,6.4,2.75,Staff B,12.8,5.5,7.3
TXN001143,2025-03-14,20:55,Club Orange,Soft Drink,2,3.4,0.95,Staff B,6.8,1.9,4.9
TXN001144,2025-04-25,01:25,Vodka Red Bull,Spirits,1,8.7,3.0,Staff E,8.7,3.0,5.7
TXN001145,2025-03-08,23:35,Gin Tonic,Spirits,1,7.8,2.35,Staff A,7.8,2.35,5.45
TXN001145,2025-03-08,23:35,7Up,Soft Drink,2,3.4,0.95,Staff A,6.8,1.9,4.9
TXN001146,2025-04-18,21:30,Bulmers,Cider,6,6.3,2.6,Staff D,37.8,15.6,22.2
TXN001147,2025-08-30,01:45,7Up,Soft Drink,1,3.4,0.95,Staff E,3.4,0.95,2.45
TXN001148,2025-04-29,21:05,Guinness,Beer,2,5.9,2.15,Staff D,11.8,4.3,7.5
TXN001148,2025-04-29,21:05,Blue WKD,Alcopops,6,6.3,2.65,Staff D,37.8,15.9,21.9
TXN001148,2025-04-29,21:05,Jagerbomb,Spirits,1,8.5,3.1,Staff D,8.5,3.1,5.4
TXN001149,2025-04-13,18:35,Blue WKD,Alcopops,1,6.3,2.65,Staff F,6.3,2.65,3.65
TXN001150,2025-10-31,19:10,Jagerbomb,Spirits,4,8.6,3.1,Staff B,34.4,12.4,22.0
TXN001150,2025-10-31,19:10,Bulmers,Cider,2,6.3,2.6,Staff B,12.6,5.2,7.4
TXN001150,2025-10-31,19:10,Beamish,Beer,1,5.8,2.05,Staff B,5.8,2.05,3.75
TXN001151,2025-10-06,20:50,Tequila Shot,Spirits,2,6.9,1.9,Staff I,13.8,3.8,10.0
TXN001152,2025-12-28,20:50,Hop House 13,Beer,2,6.1,2.4,Staff I,12.2,4.8,7.4
TXN001153,2025-09-14,20:45,House Red Wine,Wine,1,7.2,2.75,Staff A,7.2,2.75,4.45
TXN001153,2025-09-14,20:45,Margarita,Cocktails,1,10.8,3.35,Staff A,10.8,3.35,7.45
TXN001153,2025-09-14,20:45,West Coast Cooler,Alcopops,2,6.4,2.75,Staff A,12.8,5.5,7.3
TXN001153,2025-09-14,20:45,Budweiser,Beer,1,6.0,2.35,Staff A,6.0,2.35,3.65
TXN001154,2025-11-08,21:15,Gin Tonic,Spirits,3,7.8,2.35,Staff C,23.4,7.05,16.35
TXN001155,2025-01-18,14:40,Coors Light,Beer,1,6.0,2.35,Staff E,6.0,2.35,3.65
TXN001155,2025-01-18,14:40,Tequila Shot,Spirits,3,6.9,1.9,Staff E,20.7,5.7,15.0
TXN001156,2025-10-09,21:05,Vodka Coke,Spirits,1,7.6,2.25,Staff G,7.6,2.25,5.35
TXN001156,2025-10-09,21:05,Beamish,Beer,5,5.8,2.05,Staff G,29.0,10.25,18.75
TXN001156,2025-10-09,21:05,Sauvignon Blanc,Wine,1,8.2,3.2,Staff G,8.2,3.2,5.0
TXN001157,2025-09-22,22:05,Vodka White Lemonade,Spirits,1,7.6,2.2,Staff C,7.6,2.2,5.4
TXN001158,2025-12-12,21:50,Smirnoff Ice,Alcopops,4,6.3,2.7,Staff C,25.2,10.8,14.4
TXN001158,2025-12-12,21:50,Hop House 13,Beer,1,6.1,2.4,Staff C,6.1,2.4,3.7
TXN001158,2025-12-12,21:50,Pornstar Martini,Cocktails,1,11.5,3.75,Staff C,11.5,3.75,7.75
TXN001158,2025-12-12,21:50,Rose Wine,Wine,1,7.7,2.9,Staff C,7.7,2.9,4.8
TXN001159,2025-05-01,19:10,Blue WKD,Alcopops,3,6.3,2.65,Staff H,18.9,7.95,10.95
TXN001160,2025-12-19,00:20,Heineken,Beer,2,6.1,2.35,Staff C,12.2,4.7,7.5
TXN001160,2025-12-19,00:20,West Coast Cooler,Alcopops,1,6.4,2.75,Staff C,6.4,2.75,3.65
TXN001161,2025-11-01,23:05,Vodka Red Bull,Spirits,1,8.8,3.0,Staff C,8.8,3.0,5.8
TXN001162,2025-07-09,19:00,Guinness,Beer,2,5.9,2.15,Staff H,11.8,4.3,7.5
TXN001163,2025-11-02,22:20,Budweiser,Beer,2,6.0,2.35,Staff C,12.0,4.7,7.3
TXN001164,2025-04-05,22:30,Vodka White Lemonade,Spirits,1,7.6,2.2,Staff I,7.6,2.2,5.4
TXN001165,2025-06-01,22:05,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff H,15.2,4.4,10.8
TXN001165,2025-06-01,22:05,Jagerbomb,Spirits,3,8.5,3.1,Staff H,25.5,9.3,16.2
TXN001165,2025-06-01,22:05,Bacon Fries,Snacks,2,2.0,0.85,Staff H,4.0,1.7,2.3
TXN001166,2025-02-15,22:20,Smirnoff Ice,Alcopops,2,6.3,2.7,Staff E,12.6,5.4,7.2
TXN001167,2025-08-30,19:10,Heineken,Beer,1,6.1,2.35,Staff B,6.1,2.35,3.75
